# Reciprocal-tariff partner schedule, read by fiscal_model/trade.py's
# create_reciprocal_tariffs(). Lane H8 of planning/HIGH_STAKES_ACCURACY.md.
#
# This file replaces TRADE_BASELINE["reciprocal_coverage_rate"] = 0.50 - "a
# flat 20pp on half of goods imports", the one number left in TRADE_BASELINE
# that was a shape assumption rather than a measurement, and a policy nobody
# proposed. Executive Order 14257 (2 April 2025; 90 FR 15041) set a rate per
# partner by a stated formula, and this is that formula applied to the Census
# series the rest of the trade module already reads.
#
#   rate_i = max(10%, (goods imports from i - goods exports to i) / imports_i / 2)
#
# Annex II exempts the sectors already under, or announced for, Section 232:
# steel, aluminium and their derivative articles (HS 72, 73, 76), autos and
# parts (HS 87), copper (HS 74), pharmaceuticals (HS 30), lumber (HS 44),
# energy (HS 27), semiconductors (HS 8541-8542) and bullion (HS 7106, 7108,
# 7118). Those are removed partner by partner, because the exemptions are
# sectoral and the sectors are not evenly spread across partners - Ireland's
# pharmaceutical share and Japan's vehicle share carve out half of each of
# those partners' trade and almost none of Cambodia's.
#
# Canada and Mexico are absent: they were never in Annex I, having been
# covered by a separate IEEPA order.
#
# Nothing here is fitted. The rows marked role=external_check are the
# published Annex I rates, transcribed from the Federal Register notice; the
# module never reads them, and they exist so that a reconstruction that drifts
# from the document is visible. The reconstruction reproduces all sixteen
# within about a point, the residual being that Annex I rounds up.
#
# Rebuild with: CENSUS_API_KEY=... python scripts/build_reciprocal_schedule.py
#
# Columns
#   cty_code    Census CTY_CODE; REMAINDER aggregates partners below
#               $0.25B of covered trade
#   role        model_input    = read by trade.py
#               external_check = a published quantity the reconstruction is
#                                compared against, never an input to it
cty_code,partner,imports_2024_billions,exports_2024_billions,annex2_exempt_imports_billions,covered_imports_billions,reciprocal_rate,role,source,page,url,published
4623,Ukraine,1.1785,1.6983,0.5637,0.6148,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
2450,Haiti,0.6077,1.1893,0.0013,0.6065,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
2250,Panama,0.5528,10.6744,0.0517,0.5011,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
3350,Bolivia,0.5028,0.3821,0.0277,0.475,0.120002,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
7749,Ethiopia,0.4655,1.0167,0.0,0.4655,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
5530,Laos,0.8046,0.0398,0.352,0.4526,0.475289,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
4490,Latvia,0.6307,0.5431,0.1885,0.4421,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
4239,Luxembourg,0.698,1.1102,0.2734,0.4246,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
7530,Nigeria,5.7437,4.3376,5.3216,0.4222,0.12241,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
7930,Botswana,0.4051,0.1043,0.0002,0.405,0.371247,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
7490,Ghana,1.1734,0.9719,0.7689,0.4044,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
7210,Algeria,2.4614,1.0136,2.0909,0.3705,0.294098,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
2410,Jamaica,0.3628,2.644,0.0135,0.3493,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
3530,Paraguay,0.3553,3.1624,0.072,0.2833,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
3070,Venezuela,6.0215,4.2693,5.7473,0.2742,0.145494,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
7920,Namibia,0.2745,0.1604,0.0024,0.2721,0.207824,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
5040,Lebanon,0.2567,0.5368,0.0041,0.2526,0.1,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
6863,Fiji,0.2585,0.1708,0.0074,0.251,0.16951,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
REMAINDER,Other partners (134),25.6703,29.2779,20.2048,5.4661,0.202518,model_input,"U.S. Census Bureau, general imports at customs value (GEN_VAL_YR) and total exports (ALL_VAL_YR), all HS2 chapters, YTD through December 2024","API timeseries/intltrade/{imports,exports}/hs",https://api.census.gov/data/timeseries/intltrade/imports/hs,2025-02
5700,China,,,,,0.34,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5520,Vietnam,,,,,0.46,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5830,Taiwan,,,,,0.32,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5880,Japan,,,,,0.24,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5800,"Korea, South",,,,,0.25,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5330,India,,,,,0.26,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5490,Thailand,,,,,0.36,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
4419,Switzerland,,,,,0.31,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5570,Malaysia,,,,,0.24,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5600,Indonesia,,,,,0.32,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5550,Cambodia,,,,,0.49,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5380,Bangladesh,,,,,0.37,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
5650,Philippines,,,,,0.17,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
4120,United Kingdom,,,,,0.1,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
3510,Brazil,,,,,0.1,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
6021,Australia,,,,,0.1,external_check,"Executive Order 14257, Annex I, as published in the Federal Register - the rate the document states for this partner, against which the formula above is checked",Annex I,https://www.federalregister.gov/d/2025-06063,2025-04
